,Date,Time,Race,Gender,Body_Size,With_Kids,Kids_Category,Basket_Size,Basket_colour,Attire,Shirt_Colour,shirt_type,Pants_Colour,pants_type,Wash_Item,Spectacles,Age_Range,Washer_No,Dryer_No,TimeSpent_minutes,buyDrinks,TotalSpent_RM,latitude,longitude,Num_of_Baskets
209,26/10/2015,8:40:01,malay,female,fat,no,no_kids,big,white,casual,purple,long sleeve,pink,long,clothes,no,43,5,7,51,0,14,3.01951837,101.5371177,1
210,26/10/2015,8:40:01,malay,male,moderate,yes,baby,big,green,casual,black,short_sleeve,grey,long,clothes,no,41,5,9,52,2,17,2.985854963,101.5562089,1
211,26/10/2015,9:15:05,indian,male,moderate,no,no_kids,big,white,casual,black,short_sleeve,blue,long,clothes,no,34,3,7,57,1,10,3.128653037,101.7060633,1
447,26/11/2015,19:09:25,indian,female,moderate,no,no_kids,big,blue,casual,yellow,short_sleeve,black,long,clothes,no,58,4,10,11,3,7,3.052947357,101.5194274,2
446,26/11/2015,19:08:56,indian,male,fat,yes,no_kids,big,yellow,casual,orange,short_sleeve,black,long,blankets,no,54,4,7,12,2,20,3.131946816,101.5829449,2
445,26/11/2015,18:07:14,malay,female,moderate,no,no_kids,big,white,casual,black,short_sleeve,white,short,clothes,no,19,4,8,43,3,19,3.11197106,101.7046561,2
444,26/11/2015,16:46:45,indian,female,fat,no,no_kids,big,blue,casual,brown,short_sleeve,black,short,clothes,no,31,5,10,42,2,12,3.09704086,101.4721083,3
443,26/11/2015,12:28:12,indian,male,moderate,yes,young,big,green,casual,white,short_sleeve,black,long,clothes,no,25,5,9,40,0,12,3.187216378,101.7606795,3
448,26/11/2015,19:30:30,chinese,male,fat,no,no_kids,big,blue,casual,grey,short_sleeve,brown,short,clothes,no,46,3,7,60,3,17,3.069278905,101.5650717,1
442,26/11/2015,10:37:00,chinese,male,thin,no,no_kids,big,white,casual,green,short_sleeve,black,long,clothes,no,30,6,10,18,2,21,3.130766241,101.5806381,3
435,26/11/2015,1:15:45,foreigner,female,thin,no,no_kids,big,red,casual,brown,short_sleeve,pink,long,clothes,no,57,4,9,37,1,9,3.073154297,101.6879188,2
436,26/11/2015,1:41:18,indian,female,thin,no,no_kids,big,blue,casual,white,short_sleeve,black,long,clothes,no,59,5,8,50,3,10,3.111202431,101.6810249,3
441,26/11/2015,10:37:00,malay,male,moderate,no,no_kids,big,white,casual,black,short_sleeve,grey,short,clothes,no,34,6,8,33,5,9,2.990739132,101.4304777,3
437,26/11/2015,3:53:40,chinese,male,thin,no,no_kids,big,green,casual,orange,short_sleeve,black,long,clothes,no,56,4,9,18,5,14,3.095059169,101.4529118,2
438,26/11/2015,7:19:32,foreigner,male,moderate,no,no_kids,small,white,casual,white,short_sleeve,green,long,clothes,no,37,6,10,32,4,18,3.168259163,101.7574124,3
439,26/11/2015,9:05:04,indian,male,fat,no,no_kids,big,blue,casual,grey,short_sleeve,black,long,clothes,yes,54,4,9,32,5,21,3.129293389,101.7649394,2
434,26/11/2015,1:15:45,foreigner,female,moderate,no,no_kids,big,red,casual,white,short_sleeve,purple,short,clothes,no,38,6,7,38,1,14,3.092319553,101.5007941,1
449,26/11/2015,22:37:33,chinese,male,thin,no,no_kids,big,white,casual,blue,short_sleeve,red,short,clothes,no,19,4,8,36,1,15,3.070228592,101.6755375,3
450,26/11/2015,22:46:40,malay,female,fat,no,no_kids,big,white,casual,black,long sleeve,black,long,clothes,no,23,4,9,45,3,18,3.077349815,101.6989942,2
453,26/11/2015,23:21:09,indian,male,moderate,no,no_kids,big,blue,casual,black,short_sleeve,black,long,blankets,no,47,6,7,52,2,17,3.09235001,101.6602202,1
455,26/11/2015,23:32:17,malay,female,thin,no,no_kids,big,red,casual,grey,long sleeve,black,long,clothes,no,54,5,8,38,0,20,3.089394617,101.7272147,2
452,26/11/2015,23:13:56,chinese,female,thin,no,no_kids,big,white,formal,red,long sleeve,blue,long,clothes,yes,35,3,10,21,0,19,3.159741859,101.5862198,2
451,26/11/2015,23:04:09,foreigner,male,moderate,no,no_kids,big,purple,casual,grey,short_sleeve,black,long,clothes,no,39,4,7,46,0,7,3.073754518,101.454555,3
454,26/11/2015,23:32:17,malay,female,fat,no,no_kids,big,blue,casual,blue,short_sleeve,black,long,clothes,no,48,5,7,52,4,12,3.053761613,101.3796232,3
440,26/11/2015,9:05:04,foreigner,male,moderate,no,no_kids,big,white,casual,white,short_sleeve,brown,long,clothes,no,47,5,8,44,1,9,3.068958574,101.6570672,1
1420,26/12/2015,19:29:09,foreigner,male,moderate,yes,baby,small,red,traditional,pink,short_sleeve,blue,short,blankets,no,27,4,8,53,2,14,3.129548769,101.6636695,2
1779,26/12/2015,7:07:12,foreigner,female,fat,yes,toddler,small,white,traditional,purple,long sleeve,yellow,long,clothes,no,57,6,8,19,2,20,3.190253204,101.762774,1
3660,26/12/2015,1:05:50,indian,female,fat,yes,baby,small,orange,traditional,pink,long sleeve,blue,long,clothes,yes,51,5,7,60,3,20,3.128252687,101.6933183,1
2237,26/12/2015,8:37:59,foreigner,female,moderate,no,no_kids,small,pink,casual,green,long sleeve,black,long,blankets,yes,56,3,7,51,0,13,3.08678594,101.7080906,2
3095,26/12/2015,9:55:14,indian,female,fat,yes,young,big,green,formal,brown,long sleeve,red,short,blankets,yes,44,5,7,38,1,17,3.076816942,101.6762786,2
984,26/12/2015,18:42:01,malay,male,thin,no,no_kids,big,white,traditional,black,long sleeve,blue,long,blankets,no,25,6,8,38,5,15,3.155411625,101.5934881,3
3482,26/12/2015,1:11:32,malay,female,moderate,no,no_kids,small,orange,formal,black,long sleeve,black,long,clothes,yes,55,4,9,51,5,21,2.94760833,101.6800209,3
3352,26/12/2015,8:34:46,indian,male,moderate,no,no_kids,small,pink,formal,white,short_sleeve,blue,long,clothes,yes,36,3,8,12,3,21,3.067389439,101.6582254,2
1425,26/12/2015,4:41:24,chinese,female,thin,yes,young,big,white,casual,pink,short_sleeve,orange,short,blankets,yes,28,3,8,13,4,10,3.122432735,101.7550528,1
2359,26/12/2015,21:22:19,foreigner,female,moderate,yes,young,big,purple,formal,yellow,long sleeve,orange,long,blankets,no,30,6,10,32,1,19,2.984152789,101.5172801,3
3839,26/12/2015,9:33:26,chinese,female,thin,no,no_kids,big,red,formal,black,long sleeve,blue,short,blankets,no,53,5,7,40,1,11,3.001583711,101.4630178,1
1480,26/12/2015,1:43:06,malay,female,fat,yes,baby,big,yellow,casual,white,long sleeve,green,long,blankets,no,25,6,7,28,2,10,2.995757287,101.4065114,1
3216,26/12/2015,6:18:23,indian,male,fat,yes,young,small,pink,formal,red,long sleeve,purple,long,blankets,yes,22,5,9,36,2,12,3.099373369,101.7091677,2
2612,26/12/2015,22:39:23,indian,female,moderate,yes,toddler,big,purple,formal,grey,short_sleeve,black,long,blankets,yes,31,4,8,12,2,21,3.138411401,101.7239464,2
2773,26/12/2015,10:05:55,chinese,male,fat,yes,young,big,green,casual,yellow,short_sleeve,white,short,clothes,yes,39,3,8,31,4,7,3.090650085,101.4019609,2
2515,26/12/2015,8:27:13,foreigner,male,fat,yes,baby,big,yellow,traditional,red,short_sleeve,green,short,blankets,yes,24,5,8,22,4,18,3.096086551,101.5675455,1
2176,26/12/2015,5:36:18,chinese,female,fat,yes,toddler,small,red,formal,yellow,long sleeve,blue,long,clothes,yes,58,6,9,48,0,7,3.163402109,101.5991923,2
1145,26/12/2015,11:40:24,malay,female,thin,no,no_kids,small,white,formal,white,short_sleeve,blue,long,clothes,no,23,6,8,14,3,20,3.118358818,101.7048619,2
3227,26/12/2015,1:21:49,indian,female,fat,yes,toddler,small,green,casual,green,long sleeve,yellow,short,clothes,yes,42,5,8,46,0,18,3.049595142,101.4560739,2
3111,26/12/2015,16:54:25,foreigner,female,thin,no,no_kids,big,pink,casual,brown,short_sleeve,white,short,blankets,yes,51,4,10,12,2,21,3.0558209,101.6379087,3
3996,26/12/2015,1:48:15,malay,male,moderate,yes,baby,small,green,formal,black,long sleeve,black,short,clothes,yes,22,5,9,52,3,14,3.078455665,101.4908399,1
3465,26/12/2015,22:01:18,foreigner,male,fat,yes,young,small,grey,traditional,yellow,short_sleeve,blue,short,clothes,yes,53,6,10,18,1,11,2.935239996,101.6786346,1
2776,26/12/2015,3:31:47,indian,female,moderate,yes,toddler,small,green,casual,white,long sleeve,grey,long,blankets,yes,41,3,8,54,0,20,3.089088256,101.5022915,1
1854,26/12/2015,23:01:47,foreigner,female,fat,yes,young,small,white,formal,brown,short_sleeve,black,short,blankets,no,45,6,7,48,5,13,3.158829835,101.6176041,2
1082,26/12/2015,18:38:58,chinese,female,fat,yes,baby,big,yellow,casual,black,long sleeve,green,short,blankets,no,19,5,8,52,5,15,3.16443722,101.716252,2
1534,26/12/2015,17:59:56,foreigner,female,moderate,yes,toddler,small,white,casual,grey,short_sleeve,purple,long,clothes,no,53,3,9,45,2,7,3.171333928,101.7090373,3
3877,26/12/2015,0:02:29,foreigner,male,fat,no,no_kids,small,red,casual,green,long sleeve,pink,short,clothes,no,39,5,7,47,2,12,3.162783964,101.7110397,1
2367,26/12/2015,17:02:07,chinese,female,fat,yes,baby,big,green,traditional,white,long sleeve,white,long,blankets,yes,51,5,8,14,2,19,2.997229492,101.4276803,2
3293,26/12/2015,3:24:55,malay,male,moderate,no,no_kids,small,pink,formal,yellow,short_sleeve,black,long,clothes,yes,53,6,8,15,3,20,2.968100009,101.7138884,1
1227,26/12/2015,19:20:50,chinese,female,moderate,yes,toddler,big,yellow,formal,red,long sleeve,pink,long,clothes,no,49,3,7,50,4,8,3.136384228,101.6862012,2
829,26/12/2015,4:56:46,chinese,male,fat,no,no_kids,big,yellow,formal,yellow,long sleeve,pink,long,blankets,no,40,6,8,31,1,18,3.091050968,101.6578979,3
1338,27/01/2016,19:15:32,foreigner,female,fat,yes,baby,big,black,traditional,green,short_sleeve,white,long,clothes,no,56,5,8,53,3,16,3.180029166,101.7001534,2
1445,27/01/2016,16:04:04,chinese,male,moderate,yes,toddler,big,orange,formal,black,short_sleeve,purple,short,clothes,yes,49,6,10,58,0,14,3.172398752,101.6036332,2
2703,27/01/2016,10:14:58,malay,male,fat,yes,baby,small,grey,traditional,black,short_sleeve,purple,short,clothes,no,41,6,10,28,3,14,2.921348541,101.646776,2
1331,27/01/2016,15:15:35,chinese,male,fat,yes,young,small,white,traditional,grey,long sleeve,black,long,clothes,no,18,4,8,47,0,18,3.036203622,101.4965283,1
3221,27/01/2016,20:13:23,chinese,male,thin,yes,toddler,big,pink,formal,pink,long sleeve,white,long,clothes,no,29,4,10,33,3,20,3.157748012,101.6579626,3
3547,27/01/2016,3:20:03,indian,male,moderate,yes,toddler,small,brown,formal,black,short_sleeve,white,long,clothes,yes,37,4,8,53,5,12,2.932437877,101.6309001,3
1901,27/01/2016,6:17:07,foreigner,male,fat,no,no_kids,big,green,traditional,black,long sleeve,red,long,clothes,yes,52,3,7,38,4,18,3.075505338,101.5843097,2
3643,27/01/2016,4:21:12,foreigner,female,moderate,no,no_kids,big,brown,formal,purple,long sleeve,blue,long,clothes,yes,31,6,7,19,0,14,3.029050185,101.4697411,1
1927,27/01/2016,10:56:43,malay,female,moderate,no,no_kids,big,black,formal,brown,long sleeve,white,long,clothes,no,59,5,8,51,2,13,3.168141251,101.5648359,1
3374,27/01/2016,7:39:33,malay,male,fat,yes,baby,small,pink,traditional,yellow,short_sleeve,green,short,clothes,yes,51,5,10,41,4,13,3.171434161,101.7454338,1
3047,27/01/2016,9:36:07,foreigner,male,fat,yes,young,small,grey,traditional,black,short_sleeve,black,short,blankets,yes,23,3,8,46,5,19,3.175348902,101.7041375,3
3903,27/01/2016,5:37:08,malay,male,moderate,yes,young,big,brown,traditional,green,long sleeve,blue,short,blankets,yes,34,4,10,16,0,7,3.069559999,101.6036944,3
1770,27/01/2016,11:33:24,malay,female,moderate,yes,baby,big,white,formal,black,short_sleeve,black,short,blankets,no,53,3,8,18,5,12,3.122227493,101.6790966,1
2434,27/01/2016,12:54:52,chinese,male,fat,no,no_kids,small,orange,traditional,white,short_sleeve,orange,short,clothes,no,52,6,8,37,1,10,3.129966744,101.6690039,2
850,27/01/2016,9:47:10,foreigner,female,fat,yes,toddler,big,blue,casual,blue,short_sleeve,blue,short,blankets,yes,57,3,9,36,5,7,3.04389822,101.5043268,1
875,27/01/2016,9:21:52,chinese,male,fat,yes,baby,small,red,traditional,green,short_sleeve,purple,short,blankets,yes,24,4,7,59,2,7,3.129680887,101.675296,1
1812,27/01/2016,14:52:18,malay,male,thin,yes,toddler,small,blue,traditional,black,short_sleeve,black,long,clothes,no,47,5,7,44,1,20,3.079204463,101.5869819,2
2028,27/01/2016,8:43:39,indian,male,moderate,yes,baby,small,purple,traditional,pink,long sleeve,blue,short,blankets,yes,38,3,7,49,5,21,3.164250437,101.6561615,3
1327,27/01/2016,10:58:32,malay,female,moderate,no,no_kids,small,yellow,traditional,white,short_sleeve,blue,short,clothes,no,33,4,8,49,2,7,3.169177418,101.7091927,3
2884,27/01/2016,23:19:38,foreigner,male,moderate,no,no_kids,small,black,casual,yellow,long sleeve,red,long,blankets,yes,36,3,9,58,3,19,2.918699478,101.6941536,1
2018,27/01/2016,22:47:57,malay,male,thin,yes,young,small,brown,traditional,blue,short_sleeve,grey,short,blankets,yes,20,6,9,27,0,13,3.074357551,101.6572469,2
1641,27/01/2016,23:03:53,chinese,male,moderate,yes,young,small,orange,formal,grey,long sleeve,green,short,blankets,no,34,6,10,56,3,9,3.072293706,101.6049515,3
2887,27/01/2016,7:17:52,malay,male,moderate,no,no_kids,small,yellow,formal,green,short_sleeve,blue,long,clothes,yes,41,4,9,16,2,15,2.958858058,101.6947694,1
1229,27/01/2016,3:35:51,foreigner,female,moderate,yes,toddler,big,brown,casual,pink,short_sleeve,pink,short,clothes,no,40,3,7,16,1,15,3.086889027,101.6968545,1
1550,27/01/2016,4:31:55,malay,male,fat,yes,baby,small,pink,formal,white,long sleeve,purple,long,blankets,no,42,5,9,29,2,10,3.083477537,101.5078842,2
3812,27/01/2016,21:25:43,foreigner,female,thin,yes,toddler,big,purple,traditional,orange,long sleeve,purple,short,blankets,yes,52,4,8,36,5,9,2.93536782,101.6457147,3
1893,27/01/2016,1:25:46,chinese,male,fat,no,no_kids,small,brown,formal,grey,long sleeve,blue,long,blankets,yes,38,6,8,59,5,14,3.160725157,101.739182,1
2750,27/01/2016,23:56:25,foreigner,male,fat,yes,toddler,small,grey,traditional,brown,short_sleeve,black,long,blankets,yes,45,4,9,57,2,10,2.951330973,101.6562707,2
3574,27/01/2016,1:14:22,malay,female,thin,yes,baby,small,blue,traditional,green,long sleeve,blue,short,blankets,no,46,3,7,21,5,9,3.157987466,101.6418585,3
2613,27/01/2016,17:09:09,chinese,male,fat,yes,toddler,big,brown,formal,green,long sleeve,yellow,long,clothes,yes,35,6,10,38,2,19,3.081163307,101.5758687,1
3496,27/02/2016,11:27:57,foreigner,female,fat,yes,young,big,orange,casual,blue,long sleeve,blue,long,clothes,no,39,6,9,43,3,8,2.940828808,101.7247489,2
1404,27/02/2016,19:04:53,foreigner,male,moderate,yes,baby,big,black,casual,black,long sleeve,red,short,blankets,yes,53,4,9,12,4,16,3.101882815,101.5938516,2
2451,27/02/2016,5:19:40,indian,male,thin,yes,toddler,small,brown,casual,purple,long sleeve,brown,long,clothes,yes,26,5,9,41,4,18,3.119350507,101.6333424,2
2617,27/02/2016,17:10:49,indian,male,fat,yes,toddler,small,green,traditional,orange,long sleeve,orange,long,blankets,no,41,5,7,26,0,20,3.122379109,101.7200146,3
1749,27/02/2016,1:05:13,foreigner,male,fat,yes,baby,big,white,traditional,purple,long sleeve,black,long,clothes,no,31,6,7,44,1,12,2.923026271,101.7435967,2
1845,27/02/2016,4:56:51,malay,male,fat,yes,baby,small,grey,traditional,yellow,short_sleeve,blue,long,clothes,yes,23,3,7,26,3,21,3.190520052,101.7732579,2
1716,27/02/2016,3:24:33,chinese,female,moderate,yes,toddler,big,yellow,casual,pink,short_sleeve,blue,short,blankets,yes,34,3,9,41,5,12,3.026605537,101.4026715,1
1701,27/02/2016,0:49:18,chinese,male,moderate,no,no_kids,small,white,traditional,blue,short_sleeve,blue,short,blankets,yes,56,5,8,53,0,16,3.020463982,101.3985959,3
1900,27/02/2016,0:52:17,chinese,male,fat,yes,baby,big,black,traditional,black,short_sleeve,blue,long,clothes,yes,32,5,7,33,5,16,3.121952015,101.6190724,2
1396,27/02/2016,1:19:05,malay,male,moderate,no,no_kids,big,pink,traditional,black,short_sleeve,green,short,blankets,yes,48,3,9,60,1,12,3.091370828,101.4366938,1
1528,27/02/2016,1:47:50,malay,male,moderate,no,no_kids,big,orange,traditional,pink,long sleeve,orange,long,clothes,yes,49,5,10,50,3,14,3.144519145,101.7088585,1
3431,27/02/2016,1:08:35,malay,male,moderate,yes,young,small,orange,formal,red,short_sleeve,red,short,blankets,yes,30,5,8,13,3,11,3.091609365,101.704998,3
2595,27/02/2016,22:17:22,foreigner,female,thin,yes,baby,big,brown,formal,white,long sleeve,yellow,long,clothes,yes,47,6,9,41,3,14,3.084875498,101.4920709,3
3443,27/02/2016,10:13:29,foreigner,female,thin,yes,young,small,yellow,traditional,pink,long sleeve,blue,long,clothes,no,38,6,10,56,0,14,2.966765123,101.6565403,1
1835,27/02/2016,7:08:31,malay,male,thin,yes,toddler,small,green,traditional,white,long sleeve,purple,short,clothes,no,33,5,8,38,2,19,3.117335137,101.6490025,3
1809,27/02/2016,4:13:56,indian,male,thin,yes,baby,big,pink,casual,white,long sleeve,yellow,long,clothes,yes,39,5,7,46,3,18,3.189463805,101.7655238,2
1783,27/02/2016,12:25:38,indian,female,moderate,yes,baby,small,white,traditional,blue,long sleeve,orange,short,clothes,no,54,5,9,60,5,16,3.107253981,101.7815749,3
1903,27/02/2016,10:38:25,malay,female,fat,yes,young,small,orange,traditional,grey,long sleeve,yellow,long,clothes,no,52,3,7,50,5,11,3.09891892,101.6785477,2
2335,27/02/2016,21:24:09,chinese,female,thin,yes,young,big,green,casual,black,long sleeve,orange,long,clothes,yes,55,3,7,58,2,11,2.959500865,101.7081422,2
2800,27/02/2016,10:26:41,chinese,male,fat,no,no_kids,big,white,formal,grey,long sleeve,blue,short,clothes,yes,19,6,7,12,5,16,3.127779514,101.7119267,3
2129,27/02/2016,6:45:54,malay,female,moderate,yes,baby,small,black,casual,grey,short_sleeve,black,long,blankets,no,44,3,9,11,5,10,3.027987109,101.5494168,3
2130,27/02/2016,17:59:11,indian,female,thin,yes,toddler,big,brown,traditional,blue,short_sleeve,pink,long,clothes,no,29,6,7,54,0,20,3.13822344,101.6786608,1
3584,27/02/2016,12:18:02,chinese,male,fat,yes,toddler,small,purple,traditional,green,short_sleeve,pink,long,clothes,no,54,4,7,58,1,12,3.100190236,101.6351451,2
2217,27/02/2016,17:36:16,foreigner,male,moderate,yes,toddler,small,orange,casual,white,long sleeve,green,long,blankets,no,52,3,7,11,3,18,3.149105936,101.5633303,3
3143,27/02/2016,19:39:59,malay,male,moderate,no,no_kids,small,brown,traditional,brown,long sleeve,pink,short,clothes,yes,38,5,10,11,1,16,2.952778287,101.6569312,1
3761,27/02/2016,12:43:36,indian,female,moderate,yes,toddler,small,grey,formal,pink,short_sleeve,pink,short,clothes,yes,33,3,9,15,2,10,2.969762477,101.6555975,2
1062,27/02/2016,0:59:10,indian,male,thin,yes,young,small,purple,casual,orange,short_sleeve,brown,short,blankets,yes,55,5,9,22,4,16,3.094588775,101.6509221,2
2881,27/02/2016,18:47:52,foreigner,female,moderate,yes,toddler,small,white,traditional,grey,long sleeve,red,long,clothes,no,39,5,10,24,3,20,2.95109411,101.7134341,1
818,27/02/2016,14:26:48,indian,male,moderate,no,no_kids,big,green,formal,grey,short_sleeve,blue,long,clothes,no,49,3,10,48,3,10,3.07683641,101.7019213,1
819,27/02/2016,10:14:04,indian,male,thin,yes,toddler,small,white,formal,blue,long sleeve,yellow,long,clothes,no,43,6,8,49,1,20,3.069999734,101.6897573,2
826,27/02/2016,23:33:52,chinese,female,thin,yes,toddler,big,brown,casual,orange,long sleeve,black,short,blankets,yes,58,6,8,37,1,12,3.088888449,101.4108968,3
840,27/02/2016,22:24:25,malay,female,thin,yes,toddler,small,blue,formal,red,long sleeve,red,long,clothes,no,42,4,9,13,4,9,3.093444104,101.7036533,1
1008,27/02/2016,7:39:37,malay,male,thin,yes,toddler,small,green,casual,brown,short_sleeve,blue,short,blankets,yes,21,3,9,39,2,13,3.116989305,101.719527,3
2278,27/02/2016,20:52:42,chinese,male,thin,yes,toddler,big,yellow,formal,orange,long sleeve,brown,long,clothes,yes,56,5,9,37,2,21,3.10323023,101.6716761,3
531,27/11/2015,23:50:39,chinese,male,thin,no,no_kids,big,white,casual,grey,short_sleeve,black,long,clothes,no,38,6,8,59,0,14,3.104088839,101.7365298,1
534,27/11/2015,23:56:22,indian,female,thin,no,no_kids,big,blue,casual,white,short_sleeve,black,long,clothes,no,29,6,9,47,0,21,3.149008307,101.7439399,2
510,27/11/2015,21:46:58,malay,female,moderate,yes,young,big,white,casual,black,short_sleeve,grey,long,blankets,no,23,4,9,47,5,21,3.181536259,101.5850806,2
509,27/11/2015,21:46:58,malay,female,fat,yes,toddler,big,red,traditional,white,long sleeve,white,long,blankets,yes,28,3,7,46,1,11,3.113800789,101.7441799,3
508,27/11/2015,21:27:10,malay,female,fat,yes,young,big,white,casual,red,long sleeve,black,long,blankets,no,22,5,9,56,2,7,3.067429994,101.6775718,3
507,27/11/2015,21:27:10,indian,female,moderate,no,no_kids,big,white,casual,white,short_sleeve,blue,long,clothes,yes,52,4,9,60,1,13,3.128648532,101.7061874,3
506,27/11/2015,21:27:10,indian,female,moderate,yes,toddler,big,pink,casual,black,short_sleeve,blue,long,clothes,no,20,5,8,15,5,12,3.150460831,101.6033421,3
505,27/11/2015,21:27:10,indian,female,fat,yes,young,big,white,casual,white,short_sleeve,black,long,blankets,no,24,5,8,28,1,9,3.077369285,101.6434054,2
535,27/11/2015,23:56:22,chinese,male,thin,no,no_kids,big,green,casual,orange,short_sleeve,black,long,clothes,no,34,4,9,28,5,13,3.068427213,101.421654,2
511,27/11/2015,22:01:50,chinese,male,fat,no,no_kids,big,white,casual,black,short_sleeve,blue,long,blankets,no,41,4,9,47,2,21,3.076938158,101.7017067,2
462,27/11/2015,9:15:51,indian,male,moderate,no,no_kids,big,white,casual,white,short_sleeve,red,short,clothes,no,33,5,8,18,1,14,3.100517758,101.6457202,2
503,27/11/2015,21:15:59,chinese,male,moderate,no,no_kids,big,red,casual,yellow,short_sleeve,blue,long,clothes,no,57,6,9,56,0,20,3.129827326,101.6597379,1
502,27/11/2015,21:15:59,malay,female,fat,yes,young,big,pink,casual,grey,long sleeve,blue,long,clothes,yes,46,4,8,13,1,21,3.148618681,101.7391623,2
501,27/11/2015,21:15:59,malay,female,fat,yes,toddler,big,pink,casual,red,short_sleeve,black,long,blankets,yes,41,5,9,50,1,14,3.139141813,101.7350714,1
500,27/11/2015,21:10:54,foreigner,male,thin,yes,young,big,white,traditional,blue,long sleeve,blue,long,clothes,no,53,6,7,56,4,16,3.154610719,101.7422125,2
504,27/11/2015,21:15:59,chinese,male,fat,no,no_kids,big,red,casual,blue,short_sleeve,black,long,clothes,yes,35,3,7,34,4,13,3.124953949,101.6795342,3
512,27/11/2015,22:32:42,chinese,male,moderate,no,no_kids,big,white,casual,yellow,short_sleeve,blue,long,clothes,no,56,4,10,33,0,14,3.029775313,101.4047922,3
513,27/11/2015,22:32:42,chinese,male,fat,no,no_kids,big,red,casual,blue,short_sleeve,black,long,clothes,yes,37,6,8,32,0,18,3.158630541,101.6250121,1
514,27/11/2015,22:32:42,indian,female,moderate,yes,young,big,pink,casual,white,short_sleeve,black,long,blankets,no,48,3,10,27,2,9,3.069804063,101.3924328,1
530,27/11/2015,23:50:39,indian,female,fat,yes,young,big,black,casual,black,short_sleeve,blue,long,clothes,no,28,3,10,39,5,14,3.165571665,101.5701752,1
529,27/11/2015,23:50:39,chinese,female,moderate,yes,young,big,white,casual,green,short_sleeve,pink,short,clothes,no,26,5,7,53,3,18,3.078626746,101.46121,3
533,27/11/2015,23:56:22,foreigner,female,moderate,no,no_kids,big,red,casual,brown,short_sleeve,pink,long,clothes,no,25,3,9,42,0,13,3.100280762,101.6694273,2
528,27/11/2015,23:48:28,indian,male,fat,yes,toddler,big,blue,formal,black,short_sleeve,black,long,clothes,no,50,4,7,55,5,17,3.101445425,101.682918,3
527,27/11/2015,23:23:43,foreigner,female,moderate,yes,young,big,blue,casual,black,short_sleeve,black,long,clothes,no,42,3,8,16,3,21,3.101042944,101.6370845,2
526,27/11/2015,23:23:43,indian,male,moderate,no,no_kids,big,purple,casual,black,short_sleeve,black,short,blankets,no,23,5,8,32,3,13,3.022573454,101.4137269,3
525,27/11/2015,23:17:24,chinese,male,thin,no,no_kids,big,purple,casual,grey,short_sleeve,brown,short,blankets,yes,50,4,8,26,3,20,3.130146469,101.6464534,2
524,27/11/2015,23:17:24,foreigner,male,moderate,no,no_kids,big,blue,casual,red,short_sleeve,black,short,clothes,no,50,6,8,57,1,16,3.062493419,101.5315244,1
532,27/11/2015,23:50:39,foreigner,female,moderate,no,no_kids,big,red,casual,black,short_sleeve,purple,short,clothes,no,19,5,10,51,2,9,3.112879333,101.6669048,3
523,27/11/2015,22:58:50,indian,female,moderate,no,no_kids,big,blue,casual,white,short_sleeve,white,long,clothes,no,18,6,10,34,4,11,2.991947576,101.3895062,2
521,27/11/2015,22:49:09,malay,male,thin,no,no_kids,big,grey,casual,white,short_sleeve,red,short,clothes,no,18,5,10,59,5,20,3.131443808,101.7040675,3
520,27/11/2015,22:49:09,indian,male,moderate,no,no_kids,big,red,casual,red,short_sleeve,blue,short,clothes,no,18,4,9,22,3,16,3.072071908,101.6422368,2
519,27/11/2015,22:49:09,malay,male,thin,yes,no_kids,big,red,casual,red,short_sleeve,red,long,clothes,no,27,6,9,15,0,11,3.135323652,101.6973762,3
499,27/11/2015,21:03:10,chinese,female,moderate,yes,young,big,red,casual,black,short_sleeve,black,long,clothes,yes,55,6,10,47,0,13,3.146021343,101.7563801,1
518,27/11/2015,22:49:09,chinese,female,moderate,no,no_kids,big,white,casual,black,short_sleeve,blue,short,clothes,no,29,5,7,55,4,18,3.122133746,101.6586014,1
517,27/11/2015,22:49:09,chinese,male,thin,no,no_kids,big,white,formal,white,short_sleeve,blue,long,clothes,no,26,3,7,12,0,19,3.083306665,101.6594277,2
516,27/11/2015,22:44:34,chinese,male,moderate,no,no_kids,big,white,casual,green,short_sleeve,black,long,clothes,no,26,6,8,21,1,19,3.171614327,101.656245,2
515,27/11/2015,22:32:42,indian,female,moderate,yes,toddler,big,pink,casual,black,short_sleeve,blue,long,clothes,no,22,4,10,32,5,7,3.065335169,101.4104224,3
522,27/11/2015,22:58:50,foreigner,female,fat,no,no_kids,big,white,casual,black,short_sleeve,black,long,blankets,no,52,5,9,24,0,14,3.091121722,101.7804707,2
498,27/11/2015,20:44:46,foreigner,female,thin,yes,young,big,white,casual,white,short_sleeve,blue,long,clothes,no,58,4,7,20,3,8,3.120464653,101.6522049,1
466,27/11/2015,12:25:06,malay,male,moderate,no,no_kids,big,yellow,traditional,black,long sleeve,black,long,blankets,yes,18,6,7,48,0,7,3.12194585,101.7043806,1
497,27/11/2015,20:42:26,chinese,female,thin,no,no_kids,big,black,casual,white,short_sleeve,blue,long,clothes,no,53,6,9,39,4,18,2.984108765,101.4454747,2
482,27/11/2015,17:30:51,chinese,male,moderate,no,no_kids,big,red,casual,black,short_sleeve,blue,short,blankets,yes,36,6,10,51,0,11,2.953458546,101.6651416,2
